text	category
നിങ്ങളോടൊപ്പമുള്ള ഓരോ നിമിഷവും സന്തോഷത്തിന്റെ നിത്യത പോലെ അനുഭവപ്പെടുന്നു	സ്നേഹം 
അയ്യോ, എന്റെ ദൈവമേ!	അഭിനന്ദനം
ഞാൻ ചിലപ്പോൾ പേടിക്കും.	ഭയം 
 ഗ്രീൻ ടീ ഉപയോഗിച്ച് നിങ്ങൾ കലോറി എരിച്ചുകളയുന്നില്ല. നിങ്ങൾ നിങ്ങളുടെ കുറ്റബോധം കത്തിക്കുന്നു.	സങ്കടം 
ഞാൻ അത്ഭുതപ്പെട്ടു!	അഭിനന്ദനം
പോസിറ്റീവിറ്റിയുടെ ഒരു പൂന്തോട്ടം വളർത്തുക, സന്തോഷം പൂക്കും.	സന്തോഷം 
ഞാൻ നിന്നെ സ്നേഹിക്കുന്നു - ഞാൻ നിന്റെ കൂടെ വിശ്രമത്തിലാണ് - ഞാൻ വീട്ടിൽ വന്നിരിക്കുന്നു	സ്നേഹം 
"പരിഭ്രാന്തരാകുന്നുണ്ടോ?"" അവൻ ചോദിച്ചു, ശാന്തമായ ഉൾക്കടലിലൂടെ തന്റെ"	ഭയം 
നാളെ എന്റെ നിക്കാഹ് ആണ് 	സന്തോഷം 
വികാരങ്ങൾ പ്രകടിപ്പിക്കുന്നതിലെ നിങ്ങളുടെ സൂക്ഷ്മത ശരിക്കും ശ്രദ്ധേയമാണ്; അദൃശ്യമായ കണ്ണീരോടെ ഒരു ദുരന്തം അവതരിപ്പിക്കുന്ന ഒരു മൈമിനെപ്പോലെയാണ് ഇത്.	പരിഹാസം 
ആവേശത്തെ ഏകതാനതയുടെ മങ്ങിയ ശബ്ദമാക്കി മാറ്റാനുള്ള നിങ്ങളുടെ കഴിവിനെ ഞാൻ അഭിനന്ദിക്കണം.	പരിഹാസം 
ജീവിതത്തിന്റെ അവശിഷ്ടങ്ങൾ നിശബ്ദമായി നശിക്കുന്ന വിജനമായ ഗ്രാമത്തിൽ അസ്വസ്ഥമായ ഒരു നിശബ്ദത വീണു.	ഭയം 
ഉപേക്ഷിക്കപ്പെട്ട ഫാക്ടറിയിൽ, മറന്നുപോയ യന്ത്രങ്ങളുടെ അസ്വസ്ഥമായ ഒരു ശബ്ദം പ്രതിധ്വനിക്കുന്ന ഹാളുകളിലൂടെ പ്രതിധ്വനിച്ചു.	ഭയം 
 കൊലയാളികൾ എല്ലായ്പ്പോഴും കൊലയാളികളല്ല. ചിലപ്പോൾ, അവരുടെ കൈകളിൽ രക്തം പോലും ഉണ്ടാകില്ല.	കുറ്റബോധം 
കാത്തിരിപ്പിനെ ജീവിതത്തിന്റെ സൌന്ദര്യത്തിന്റെയും സാധ്യതകളുടെയും ആഘോഷമാക്കി മാറ്റുന്ന സന്തോഷകരമായ പ്രതീക്ഷയാണ് പ്രതീക്ഷ.	പ്രേതീക്ഷ 
ഒരു ബീച്ച് അവധിക്കാലത്ത് നിങ്ങളുടെ കാലിനടിയിൽ ചൂടുള്ള മണൽ അനുഭവപ്പെടുന്നത് സവിശേഷവും പ്രകടവുമായ സന്തോഷമാണ്.	സന്തോഷം 
ഒരു ഓർക്കസ്ട്രയുടെ കണ്ടക്ടറെപ്പോലെ, പ്രതീക്ഷകൾ നമ്മുടെ ശ്രമങ്ങളുടെ സ്വരച്ചേർച്ചയുള്ള ഗാനങ്ങളെ ഏകോപിപ്പിക്കുന്നു.	പ്രേതീക്ഷ 
ഞാൻ പൂർണ്ണമായും അമ്പരന്നിരിക്കുകയാണ്!	അഭിനന്ദനം
ശപിക്കപ്പെട്ട ആർട്ടിഫാക്റ്റിനെ ചുറ്റിപ്പറ്റിയുള്ള അശുഭകരമായ പ്രഭ പുരാതന ഭീതിയുടെ ദുഷിച്ച ഊർജ്ജം വഹിക്കുകയും അമാനുഷിക ഭയത്തിന്റെ തണുത്ത ബോധം ഉളവാക്കുകയും ചെയ്തു.	ഭയം 
 ഞാൻ അതിജീവിച്ച ഒരാളാണ്, ഈ വസ്തുത എന്റെ യാഥാർത്ഥ്യത്തിന്റെ ഏറ്റവും ആഴത്തിലുള്ള അടിത്തറയിൽ കെട്ടിച്ചമച്ചതാണ്, ഞാൻ ഇപ്പോൾ ആരാണെന്ന് എന്നെ രൂപപ്പെടുത്തിയ നിരവധി ആഘാതങ്ങളിൽ ഒന്ന്!	കുറ്റബോധം 
പഴങ്ങൾ, പച്ചക്കറികൾ, പരിപ്പ്, ധാന്യങ്ങൾ എന്നിവ കഴിക്കുന്നതിൽ കുറ്റബോധമില്ല.	കുറ്റബോധം 
നിങ്ങളുടെ സ്പർശനം അഭിനിവേശത്തിന്റെ തീപ്പൊരി ജ്വലിപ്പിക്കുന്ന മാന്ത്രികതയാണ്.	സ്നേഹം 
പുതിയ പഴങ്ങൾ ഉപയോഗിച്ച് നന്നായി നിർമ്മിച്ച സ്മൂത്തിയുടെ രുചി ഒരു ഫലത്തിൻറെ ആനന്ദം കൊണ്ടുവന്നു.	സന്തോഷം 
സ്വയം കണ്ടെത്തലിലും ആത്മസ്നേഹത്തിലുമാണ് സന്തോഷത്തിനായുള്ള പരിശ്രമം ആരംഭിക്കുന്നത്.	സന്തോഷം 
അവ ഒരു കാന്തികശക്തിയായി പ്രവർത്തിക്കുകയും നാം സ്വയം വിഭാവനം ചെയ്യുന്ന ഭാവിയിലേക്ക് നമ്മെ അടുപ്പിക്കുകയും ചെയ്യുന്നു.	പ്രേതീക്ഷ 
മനസ്സമാധാനത്തിന്റെ അവസ്ഥ കൈവരിക്കുന്നതിലും വർത്തമാന നിമിഷത്തിൽ ജീവിക്കുന്നതിലും ഉള്ള ആനന്ദം സമാധാനബോധം കൊണ്ടുവന്നു.	സന്തോഷം 
പ്രത്യാശയാണ് നമ്മുടെ ഭാവിയുടെ ശില്പി, നമ്മുടെ സ്വപ്നങ്ങളുടെ രൂപരേഖ വരയ്ക്കുന്നു.	പ്രേതീക്ഷ 
അവൾക്കു ബേധം ആവാൻ ഞാൻ പ്രാർത്ഥിക്കുന്നു.	പ്രേതീക്ഷ 
 ദുഃഖം കുറ്റബോധം പോലെ ഭാരമുള്ളതല്ല, എന്നാൽ അത് നിങ്ങളിൽ നിന്ന് കൂടുതൽ അകറ്റുന്നു.	സങ്കടം 
ഒരു പ്രാദേശിക കൃഷിയിടത്തിലെ അപ്രതീക്ഷിത സന്ദർശനം ഒരു ദിവസത്തെ പ്രായോഗിക പ്രവർത്തനങ്ങൾ നൽകി.	അഭിനന്ദനം
 മിക്കവരും സന്തോഷത്തോടെ കാണപ്പെട്ടു. ഞാൻ ചിന്തിച്ചു. യഥാർത്ഥത്തിൽ പറയാൻ പ്രയാസമാണ്. മുഖത്ത് നിന്ന് എന്ത് പറയാൻ കഴിയും?	കുറ്റബോധം 
ഒരു കോക്ടെയ്ൽ വർക്ക്ഷോപ്പിനായി ഒരു പ്രൊഫഷണൽ മിക്സോളജിസ്റ്റിൽ നിന്ന് ഞങ്ങൾ ഒരു അപ്രതീക്ഷിത സന്ദർശനം സംഘടിപ്പിച്ചു.	അഭിനന്ദനം
അണ്ടർ ബ്രഷിൽ പെട്ടെന്നുള്ള തുരുമ്പ് അവരെ ഭയത്തോടെ കുതിച്ചു.	ഭയം 
വ്യക്തമായ ന്യായീകരണമില്ലാെത ഒരു പ്രാേദശിക വിദ്യാഭ്യാസ പരിപാടിയുെട ഫീസ് വർദ്ധിപ്പിച്ചതിന്റെ അറിയിപ്പ് 	ദേഷ്യം 
ശരത്കാലത്ത് ഇലകൾ വീഴുന്നത് സീസണൽ ആഹ്ലാദം കൊണ്ടുവന്നു.	സന്തോഷം 
നിങ്ങൾ ഗൌരവമുള്ളവരാണോ?	അഭിനന്ദനം
പ്ലെയിൻ ഗിഫ്റ്റ് അഴിച്ചപ്പോൾ ഉള്ളിലെ ഒരു സർപ്രൈസ് വെക്കേഷൻ യാത്രാവിവരണം വെളിപ്പെട്ടു.	അത്ഭുതം 
 ഞാൻ കുറ്റക്കാരനായ ഒരേയൊരു കുറ്റം ഒരു കറുത്ത യുവതിയാണെന്നതാണ്.	സങ്കടം 
ഏറ്റവും ആഴമേറിയ താഴ്വരകളിൽ പോലും, കയറാൻ നമ്മെ ക്ഷണിക്കുന്ന പർവതശിഖരമാണ് പ്രതീക്ഷ.	പ്രേതീക്ഷ 
നിങ്ങളുെട മൊൈബൽഫോൺ സിഗ്നലിൽപെട്ടെന്നുള്ളതും വിശദീകരിക്കാനാകാത്തതുമായ വീഴ്ചയുെട നിരാശെയനേരിടുക.	ദേഷ്യം 
വിശ്രമത്തിനായി ഒരു സ്പാ യിൽ ഒരു സർപ്രൈസ് ദിവസം അഴിച്ചുവിടുന്നു.	അഭിനന്ദനം
ബ്രാവൊ! നിങ്ങളുടെ കോമഡി സ്റ്റൈലുകൾ ഒരു വിന്റേജ് റെക്കോർഡ് പോലെയാണ്-സ്ക്രാച്ചി, കാലഹരണപ്പെട്ടതും മുൻകാലങ്ങളിൽ അവശേഷിക്കുന്നതും.	പരിഹാസം 
നിങ്ങൾ അന്യായമായി കരുതുന്ന ഒരു സാഹചര്യത്തിൽ അതിേവഗ ടിക്കറ്റ് സ്വീകരിക്കുന്നത്.	ദേഷ്യം 
യാഥാർത്ഥ്യമാകുമ്പോൾ ഭയം അവന്റെ വയറിന്റെ കുഴിയിൽ കുടിയേറി.	ഭയം 
എന്റെ മകൻ ഞാൻ പറഞ്ഞത് ഒന്നും കേൾക്കില്ല 	ദേഷ്യം 
കുറ്റബോധം തോന്നാത്ത ഒരു സ്ത്രീയെ കാണിക്കൂ, ഞാൻ നിങ്ങൾക്ക് ഒരു പുരുഷനെ കാണിച്ചുതരാം.	കുറ്റബോധം 
അവരുടെ ജീവിതപശ്ചാത്തലത്തിൽ സന്തോഷത്തിന്റെ ഈണം മൃദുവായി മുഴങ്ങി	സന്തോഷം 
എനിക്ക് സ്നേഹം ആവശ്യമില്ല, എനിക്ക് 5 ദശലക്ഷം ഡോളർ വേണം.	പരിഹാസം 
അവരുടെ കൈകളുടെ മൃദുലമായ സ്പർശനം സാമീപ്യത്തിന്റെ നിശബ്ദമായ ഭാഷ അറിയിച്ചു.	സ്നേഹം 
വ്യക്തമായ ന്യായീകരണമില്ലാെത പ്രിയപ്പെട്ട ഓൺൈലൻ ഡിൈസൻകോഴ് സിന് ഫീസ് വർദ്ധിപ്പിച്ചതിന്റെ അറിയിപ്പ് ലഭിക്കുന്നു.	ദേഷ്യം 
നിങ്ങളുടെ ചിരിയിൽ, എന്റെ ലോകത്തെ പ്രകാശിപ്പിക്കുന്ന സന്തോഷം ഞാൻ കണ്ടെത്തുന്നു.	സ്നേഹം 
തങ്ങളുടെ മൂല്യത്തെക്കുറിച്ച് വളരെയേറെ ബോധമുള്ളവരും എന്നാൽ വളരെ വിനയമുള്ളവരും ആരെയും ഒരിക്കലും വിലകുറച്ച് കാണാത്തവരുമായ ആളുകളെ ഞാൻ സ്നേഹിക്കുന്നു.	സ്നേഹം 
 അവളുടെ ഹൃദയത്തെ ചുറ്റിപ്പറ്റിയുള്ള കുറ്റബോധത്തിന്റെ ആ കുരുക്ക് കൂടുതൽ ശക്തമായി, ഒരു നിമിഷത്തേക്ക് അവൾക്ക് തലകറക്കം അനുഭവപ്പെട്ടു.	സങ്കടം 
ഞാൻ എന്റെ പിതാവിനെ സ്നേഹിക്കുന്നു, എന്നാൽ എന്തെല്ലാം കടങ്കഥകൾ ഞാൻ ഏറ്റവും കൂടുതൽ അതാണ് അവൻ എന്നെ സ്നേഹിക്കുന്നു.	സ്നേഹം 
വീട് കത്തിനശിക്കുന്നത് അവർ നിരാശയോടെ നോക്കിനിന്നു	ഭയം 
 കുട്ടിക്കാലത്തെ ദുരുപയോഗത്തിന്റെ ഒരു ഭൂതകാലം ഞാൻ പങ്കിടുന്നതിനാൽ അവരുടെ നാണക്കേടും വേദനയും എനിക്ക് തിരിച്ചറിയാൻ കഴിയും. ഇതിൽ, എനിക്ക് ബോധ്യമുണ്ട്: എനിക്ക് ഇത് ചെയ്യാൻ കഴിയുമെങ്കിൽ, നിങ്ങൾക്കും തീർച്ചയായും കഴിയും.	കുറ്റബോധം 
ഓരോ ജന്മദിന മെഴുകുതിരിയും ഒത്തുകൂടിയവരുടെ കൂട്ടായ ആശംസകളാൽ പ്രകാശിക്കുന്നു.	പ്രേതീക്ഷ 
വിസ്പറുകൾ മാറ്റുക, പക്ഷേ ഷോക്ക് ഒരു മെഗാഫോൺ ഉപയോഗിച്ച് പ്രഖ്യാപിക്കുന്നു.	അത്ഭുതം 
 എന്റെ മുറിയുടെ വാതിൽക്കൽ ചെളിപുരണ്ട വസ്ത്രങ്ങൾ ധരിച്ച്, ഗുളികകൾ വിഴുങ്ങുകയും സിഗരറ്റ് കത്തിക്കുകയും ചെയ്യുന്നു, ഉറങ്ങാൻ ആഗ്രഹിക്കുന്നു, പക്ഷേ സ്വപ്നം കാണാൻ ആഗ്രഹിക്കുന്നില്ല, ഞാൻ മരിക്കുന്ന ദിവസമായിരിക്കും ഇതെന്ന് കരുതി, ബൈ ബൈ വീശുന്ന പോളയുടെ ചിത്രങ്ങൾ.	കുറ്റബോധം 
നിങ്ങൾക്ക് വിറ്റാമിൻ എംഇയുടെ കുറവുണ്ടെന്ന് ഞാൻ കരുതുന്നു	സ്നേഹം 
എന്റെ അമ്മയോടും അച്ഛനോടും ഉള്ള എന്റെ സ്നേഹത്തിന് അതിരുകളില്ല. അവരാണ് എന്റെ ജീവിതത്തിന്റെ അടിത്തറയും എന്റെ സന്തോഷത്തിന്റെ കാരണവും.	സ്നേഹം 
ഉപേക്ഷിക്കപ്പെട്ട വിളക്കുമാടത്തിലെ പഴയ വിളക്കുകൾ വിശദീകരിക്കാനാവാത്തവിധം മിന്നിമറയുന്നത് ക്രമരഹിതമായ കിരണങ്ങൾ സൃഷ്ടിക്കുകയും സമുദ്രഭീകരതയുടെ അന്തരീക്ഷം തീവ്രമാക്കുകയും ചെയ്തു.	ഭയം 
ഒരു നീണ്ട ദിവസത്തിന് ശേഷം ഒരു ചൂടുള്ള കുളിയിൽ മുങ്ങുക എന്ന തോന്നൽ ആഡംബര ആനന്ദം കൊണ്ടുവന്നു.	സന്തോഷം 
നമ്മുടെ സ്വപ്നങ്ങളും അവയുടെ സാക്ഷാത്കാരവും തമ്മിലുള്ള വിടവ് നികത്തുന്ന പാലമാണ് പ്രത്യാശ.	പ്രേതീക്ഷ 
 കുറ്റബോധത്തിന്റെയും നാണക്കേടിന്റെയും ഭാവത്തോടെ ആശ്വാസം വന്നു നിന്നു. അവളുടെ തല കുനിച്ചു, കണ്ണുനീർ കൊണ്ട് നനഞ്ഞ കണ്ണുകൾ, കൈകളും കാലുകളും, വിയർപ്പ് അവളുടെ ശരീരം മുഴുവൻ മൂടിയപ്പോൾ ഒരു ഗിറ്റർ സ്ട്രിംഗ് പോലെ പ്രകമ്പനം കൊള്ളുന്നു, അവൾക്ക് നേർത്ത വായുവിൽ അപ്രത്യക്ഷമാകാൻ തോന്നി, ഒരുപക്ഷേ മറ്റൊരു മനസ്സിലേക്ക് ലോകം സൃഷ്ടിക്കുന്നു.	സങ്കടം 
യൂറോപ്പിൽ, സമ്പന്നർ തങ്ങൾ സമ്പന്നരല്ലെന്ന മട്ടിൽ പ്രവർത്തിക്കാൻ പര്യാപ്തമാണ്. പരിഷ്‌കൃതരായ മനുഷ്യർ അങ്ങനെയാണ് പെരുമാറുന്നത്. നിങ്ങൾ എന്നോട് ചോദിച്ചാൽ, സംസ്കാരമുള്ളവരും പരിഷ്കൃതരുമായത് എല്ലാവരും സ്വതന്ത്രരും തുല്യരുമായിരിക്കണമെന്നല്ല; എല്ലാവരും തങ്ങളുടേതായി പ്രവർത്തിക്കാൻ പര്യാപ്തമായതിനെക്കുറിച്ചാണ്. അപ്പോൾ ആർക്കും കുറ്റബോധം തോന്നേണ്ടതില്ല.	കുറ്റബോധം 
എലികളെ കണ്ടപ്പോൾ അവൻ വളരെ ഭയപ്പെട്ടു.	ഭയം 
 ഞങ്ങളെ രണ്ടുപേരെയും ഭ്രാന്തിയിലാക്കുന്നതിന് മുമ്പ് ഞാൻ ദിശ ചോദിക്കേണ്ടതായിരുന്നു.	കുറ്റബോധം 
രാത്രിയിലെ അശുഭകരമായ അലർച്ചകൾ ഒരു പുരാതന, ആദിമ ഭീതിയിൽ പ്രതിധ്വനിക്കുന്നതായി തോന്നി.	ഭയം 
 നിങ്ങൾ എപ്പോഴെങ്കിലും ചെയ്‌തിട്ടുള്ളതും ചെയ്‌തിരിക്കുന്നതുമായ എല്ലാ ചീത്ത കാര്യങ്ങളുടെയും കുറ്റബോധത്തിൽ സ്വയം ദഹിക്കുക എന്നതാണ് നല്ലവനായിരിക്കുക.	കുറ്റബോധം 
പൊയ് ക്കൊള്ളൂ', കുറ്റബോധത്തോട് അവൾ പറഞ്ഞു... അവൾക്ക് ഏറ്റവും ആഗ്രഹിക്കാത്ത സമയത്ത് കുറ്റബോധം അവളെ ഏറ്റവും ആഗ്രഹിച്ചിരുന്നു.	കുറ്റബോധം 
 കുറ്റബോധം സൃഷ്ടിക്കാനോ ശിക്ഷിക്കാനോ ദൈവം ആവശ്യമില്ല. നമ്മുടെ സഹജീവികൾ മതി, നമ്മുടെ സഹായം.	സങ്കടം 
പങ്കിട്ട ഓരോ അനുഭവത്തോടെയും നാം കൊത്തിയെടുക്കുന്ന മാസ്റ്റർപീസ് ആണ് സ്നേഹം	സ്നേഹം 
കുളിക്കുശേഷം മൃദുവായതും ചൂടുള്ളതുമായ ഒരു തൂവാലയുടെ വികാരം ആകർഷകമായ ആനന്ദം കൊണ്ടുവന്നു.	സന്തോഷം 
വെല്ലുവിളി നിറഞ്ഞ ഒരു ജിഗ്സോ പസിൽ പൂർത്തിയാക്കുന്നത് പസിൽ പരിഹരിക്കുന്നതിൽ ഒരു സന്തോഷം കൊണ്ടുവന്നു.	സന്തോഷം 
ബ്രാവൊ! നിങ്ങൾ ഒരു ബീജ്-ഓൺ-ബീജ് മെമ്മോ ഫോർമാറ്റ് തിരഞ്ഞെടുക്കുന്നത് ഏകതാനതയുടെ യഥാർത്ഥ ആഘോഷമാണ്.	പരിഹാസം 
 കുറ്റബോധം കോപത്തോടുള്ള പ്രതികരണമല്ല; അത് സ്വന്തം പ്രവൃത്തികളോടുള്ള പ്രതികരണമാണ് അല്ലെങ്കിൽ പ്രവർത്തനത്തിന്റെ അഭാവമാണ്. അത് മാറ്റത്തിലേക്ക് നയിക്കുകയാണെങ്കിൽ, അത് ഉപയോഗപ്രദമാകും, കാരണം അത് കുറ്റബോധമല്ല, അറിവിന്റെ തുടക്കമാണ്. എങ്കിലും പലപ്പോഴും, കുറ്റബോധം ബലഹീനതയുടെ മറ്റൊരു പേരാണ്, ആശയവിനിമയത്തെ നശിപ്പിക്കുന്ന പ്രതിരോധം; അത് അജ്ഞതയെ സംരക്ഷിക്കുന്നതിനുള്ള ഒരു ഉപകരണമായി മാറുന്നു, മാറ്റമില്ലായ്മയ്ക്കുള്ള ആത്യന്തിക സംരക്ഷണം.	സങ്കടം 
ജോലിസ്ഥലത്തെ നവീകരണത്തിൽപെട്ടെന്നുള്ളതും അപ്രതീക്ഷിതവുമായ കുറവുമായിപൊരുത്തപ്പെടുന്നു.	ദേഷ്യം 
പുതിയ പഴങ്ങൾ ഉപയോഗിച്ച് നന്നായി നിർമ്മിച്ച സ്മൂത്തിയുടെ രുചി ഒരു ഫലത്തിൻറെ ആനന്ദം കൊണ്ടുവന്നു.	സന്തോഷം 
പ്രതീക്ഷകൾ സഹകരണത്തിനുള്ള ഒരു ചട്ടക്കൂട് സൃഷ്ടിക്കുകയും ഒരു പങ്കിട്ട കാഴ്ചപ്പാടും ഉദ്ദേശ്യവും ഉറപ്പാക്കുകയും ചെയ്യുന്നു.	പ്രേതീക്ഷ 
പൂച്ചകളും നായ്ക്കളും ഉള്ളതിനാൽ, ഞാൻ ഉറങ്ങുമ്പോൾ, എന്റെ വാതിൽക്കൽ പോറലിന്റെ ശബ്ദം ശീലിച്ചു. ഇപ്പോൾ ഞാൻ തനിച്ചാണ് താമസിക്കുന്നത്, അത് കൂടുതൽ അസ്വസ്ഥമാണ്.	ഭയം 
സന്തോഷവും പൂർത്തീകരണവും നൽകുന്ന ഹോബികളിൽ ഏർപ്പെടുന്നത് ക്ഷേമത്തെ പ്രോത്സാഹിപ്പിക്കുന്നു.	സന്തോഷം 
ഒരു തൊഴിലില്ലാത്ത മനുഷ്യൻ തന്റെ വേതനം നഷ്ടപ്പെടുന്നതിനെക്കുറിച്ചുമാത്രമേ ആകുലപ്പെടുന്നുള്ളൂ എന്ന് ആളുകൾ ചിന്തിക്കുന്നത് തെറ്റാണ്; നേരെമറിച്ച്, നിരക്ഷരനായ ഒരു മനുഷ്യന്, അവന്റെ അസ്ഥികളിൽ ജോലി ശീലം ഉള്ളതിനാൽ, അയാൾക്ക് പണത്തെക്കാൾ കൂടുതൽ ജോലി ആവശ്യമാണ്.	ഭയം 
 ഡ്യൂക്ക് എന്നെ സ്നേഹിച്ചതിന് നിങ്ങൾ എന്നെ കുറ്റം പറയണോ?അതിനാൽ നിങ്ങൾക്ക് ഏതെങ്കിലും സുന്ദരവും സ്ഫടികവുമായ നദിയെ കുറ്റപ്പെടുത്താം, അതിന് ചില വിഷാദരോഗികളായ മനുഷ്യൻ സ്വയം മുങ്ങിമരിച്ചു.	സങ്കടം 
 നിങ്ങളുടെ രോഗശാന്തി അനുഭവിക്കുക, നിങ്ങളുടെ ജീവിതം അനുഭവിക്കുക - നിങ്ങളുടെ സ്വന്തം വേഗതയിൽ സുഖപ്പെടുത്തുക.	സങ്കടം 
ജോലിസ്ഥലത്തെ പിന്തുണയിൽപെട്ടെന്നുള്ളതും വിശദീകരിക്കാനാകാത്തതുമായ കുറവ് അനുഭവപ്പെടുന്നു.	ദേഷ്യം 
നമ്മുടെ അഭിലാഷങ്ങളുടെ ഇടനാഴികളിലുടനീളം പ്രതിധ്വനിക്കുന്ന നമ്മുടെ അഗാധമായ ആഗ്രഹങ്ങളുടെ പ്രതിധ്വനികളാണ് അവ.	പ്രേതീക്ഷ 
ഒരു വ്യക്തിഗത ഫിറ്റ്നസ് പരിശീലകനുമായി സ്ഥിരവും പരിഹരിക്കപ്പെടാത്തതുമായ പ്രശ്നങ്ങൾകൈകാര്യംചെയ്യുന്നു.	ദേഷ്യം 
 നിങ്ങൾ വിവാഹമോചനം തിരഞ്ഞെടുക്കുകയാണെങ്കിൽ, അനുഭവം നിങ്ങളെ മാറ്റും, പക്ഷേ അത് നിങ്ങളെ നിർവചിക്കേണ്ടതില്ല.	സങ്കടം 
 എനിക്ക് പൂർണ്ണമായി ബോധ്യപ്പെടാത്തതും പിന്നീട് അതിൽ കുറ്റബോധം തോന്നുന്നതുമായ എന്തെങ്കിലും ചെയ്യുന്നതിനേക്കാൾ, എന്റെ സ്വന്തം തിരഞ്ഞെടുപ്പിൽ വിശ്വസിക്കുകയും എല്ലാം തെറ്റായി പോകുന്നതായി കാണുകയും ചെയ്യും.	സങ്കടം 
 ഇത് നിങ്ങളുടെ തെറ്റാണ്, ഡിക്ക്മാസ്റ്റർ! ആൾക്കൂട്ടത്തിൽ നിന്ന് ഒരു ശബ്ദം.	സങ്കടം 
പരിഹാസം ഒരു കലയാണ്. അത് ഒരു ശാസ്ത്രമായിരുന്നെങ്കിൽ എനിക്ക് എന്റെ പിഎച്ച്ഡി ഉണ്ടായിരുന്നേനെ.	പരിഹാസം 
നിങ്ങൾ എല്ലായ്പ്പോഴും മൈക്രോസ്കോപ്പിന് കീഴിലാണ്, നിങ്ങൾക്ക് ഏത് ദൌത്യമാണ് ലഭിക്കാൻ പോകുന്നതെന്ന് നിങ്ങൾക്കറിയില്ല. അതൊരു അത്ഭുതമാണ്.	അഭിനന്ദനം
ശരി, എന്നെ വിഡ്ഢിയാക്കൂ!	അഭിനന്ദനം
മീറ്റിംഗുകൾക്കിടയിൽ സ്ഥിരമായി തടസ്സപ്പെടുത്തുന്ന ഒരു സഹപ്രവർത്തകനുമായി ഇടപെടുന്നു.	ദേഷ്യം 
നിങ്ങളുടെ പാചക വൈദഗ്ധ്യത്തെ അഭിനന്ദിക്കുക; ഇത് ഒരു വെൻഡിംഗ് മെഷീനിൽ നിന്ന് വീണ്ടെടുത്ത ചേരുവകൾ ഉപയോഗിച്ച് ഒരു പാചക മാസ്റ്റർപീസ് സൃഷ്ടിക്കുന്നത് പോലെയാണ്.	പരിഹാസം 
